Temperature (°C),Relative Humidity,UVB Radiation (W/m²),UV Index,UVA Radiation (W/m²),Specific Humidity (g/kg),Relative Humidity (%),Precipitation (mm),Wind Speed (10m) (m/s),"Is Holiday (1=Open, 0=Closed)",Year,Month,Day,Hour,"Weekday (0=Sun, 6=Sat)",Inflation Rate (%),Electric Load (MW)
0.25,0.843333333,0.01,0.02,2.45,18.07,0.683229814,0.62,0.138853503,1,2009,5,19,7,1,0.58,40080
0.25,0.766666667,0.15,0.7,11.7,18.68,0.545093168,0.02,0.171974522,1,2009,5,19,8,1,0.58,50139
0.375,0.69,0.48,2.4,22.09,18.13,0.383602484,0.02,0.188535032,1,2009,5,19,9,1,0.58,60546
0.5,0.743333333,1.01,5.35,35.1,18.13,0.330931677,0.03,0.205095541,1,2009,5,19,10,1,0.58,65942
0.625,0.796666667,1.53,7.83,46.38,18.37,0.298136646,0.04,0.205095541,1,2009,5,19,11,1,0.58,67041
0.625,0.85,1.95,10.27,55.01,18.55,0.259378882,0.05,0.202547771,1,2009,5,19,12,1,0.58,67013
0.6875,0.846666667,1.88,10,53.3,18.68,0.229813665,0.06,0.212738854,1,2009,5,19,13,1,0.58,67382
0.75,0.843333333,1.65,8.65,50.16,18.8,0.220621118,0.05,0.240764331,1,2009,5,19,14,1,0.58,68673
0.875,0.84,1.15,5.92,40.7,18.86,0.226832298,0.05,0.261146497,1,2009,5,19,15,1,0.58,68256
0.875,0.883333333,0.59,2.95,27.5,18.86,0.256397516,0.04,0.256050955,1,2009,5,19,16,1,0.58,65008
0.8125,0.926666667,0.18,0.88,14.34,19.35,0.312049689,0.03,0.236942675,1,2009,5,19,17,1,0.58,56428
0.75,0.97,0.01,0.05,3.6,19.17,0.377391304,0.03,0.240764331,1,2009,5,19,18,1,0.58,52985
0.625,0.973333333,0,0,0,19.84,0.585341615,0.01,0.240764331,1,2009,5,19,19,1,0.58,54492
0.5,0.976666667,0,0,0,19.41,0.602484472,0,0.27388535,1,2009,5,19,20,1,0.58,52854
0.4375,0.98,0,0,0,19.17,0.621118012,0,0.292993631,1,2009,5,19,21,1,0.58,43523
0.4375,0.98,0,0,0,19.04,0.630559006,0,0.298089172,1,2009,5,19,22,1,0.58,37202
0.375,0.98,0,0,0,18.98,0.64447205,0.01,0.299363057,1,2009,5,19,23,1,0.58,34390
0.375,0.98,0,0,0,18.92,0.659875776,0.01,0.292993631,1,2009,5,20,0,2,0.58,31735
0.375,0.98,0,0,0,18.92,0.680248447,0.01,0.29044586,1,2009,5,20,1,2,0.58,30646
0.3125,0.98,0,0,0,18.86,0.701863354,0.02,0.292993631,1,2009,5,20,2,2,0.58,29233
0.3125,0.98,0,0,0,18.86,0.736149068,0.02,0.308280255,1,2009,5,20,3,2,0.58,28187
0.3125,0.963333333,0,0,0,18.92,0.762484472,0.02,0.340127389,1,2009,5,20,4,2,0.58,28197
0.3125,0.946666667,0,0,0,18.98,0.781118012,0.02,0.351592357,1,2009,5,20,5,2,0.58,28534
0.25,0.93,0,0,0,18.98,0.790559006,0.02,0.331210191,1,2009,5,20,6,2,0.58,31733
0.25,0.893333333,0.01,0.02,2.39,19.65,0.785838509,0.02,0.305732484,1,2009,5,20,7,2,0.58,40743
0.3125,0.856666667,0.13,0.67,11.34,20.14,0.683229814,0,0.363057325,1,2009,5,20,8,2,0.58,52738
0.375,0.82,0.48,2.38,23.27,20.26,0.583850932,0,0.343949045,1,2009,5,20,9,2,0.58,62048
0.5625,0.573333333,0.99,5.08,36.41,20.32,0.514037267,0,0.27133758,1,2009,5,20,10,2,0.58,67655
0.75,0.626666667,1.7,8.83,51.46,20.14,0.369689441,0,0.396178344,1,2009,5,20,14,2,0.58,69935
0.8125,0.9,1.12,5.83,38.95,20.02,0.378881988,0,0.405095541,1,2009,5,20,15,2,0.58,68865
0.8125,0.92,0.59,3,27.37,20.02,0.406956522,0,0.4,1,2009,5,20,16,2,0.58,64652
0.8125,0.94,0.18,0.88,14.21,20.26,0.489192547,0,0.357961783,1,2009,5,20,17,2,0.58,56330
0.75,0.96,0.01,0.05,3.61,20.45,0.600993789,0,0.314649682,1,2009,5,20,18,2,0.58,52863
0.625,0.96,0,0,0,20.39,0.705093168,0,0.281528662,1,2009,5,20,19,2,0.58,54388
0.5625,0.96,0,0,0,20.14,0.706583851,0,0.285350318,1,2009,5,20,20,2,0.58,53237
0.5,0.96,0,0,0,19.96,0.701863354,0,0.281528662,1,2009,5,20,21,2,0.58,44263
0.4375,0.96,0,0,0,19.78,0.694161491,0,0.27388535,1,2009,5,20,22,2,0.58,39912
0.4375,0.96,0,0,0,19.59,0.684720497,0,0.257324841,1,2009,5,20,23,2,0.58,36543
0.4375,0.96,0,0,0,19.47,0.67552795,0,0.247133758,1,2009,5,21,0,3,0.58,33584
0.375,0.953333333,0,0,0,19.35,0.672298137,0,0.236942675,1,2009,5,21,1,3,0.58,32064
0.375,0.946666667,0,0,0,19.17,0.658385093,0,0.21656051,1,2009,5,21,2,3,0.58,31010
0.375,0.94,0,0,0,19.04,0.649192547,0,0.201273885,1,2009,5,21,3,3,0.58,29972
0.375,0.923333333,0,0,0,18.92,0.639751553,0,0.18089172,1,2009,5,21,4,3,0.58,29855
0.375,0.906666667,0,0,0,18.8,0.632049689,0,0.160509554,1,2009,5,21,5,3,0.58,30371
0.375,0.89,0,0,0,18.74,0.636770186,0,0.155414013,1,2009,5,21,6,3,0.58,33660
0.3125,0.8,0.01,0.02,2.55,19.35,0.711304348,0,0.185987261,1,2009,5,21,7,3,0.58,42306
0.375,0.71,0.16,0.75,11.98,20.02,0.659875776,0.05,0.249681529,1,2009,5,21,8,3,0.58,53751
0.5,0.62,0.55,2.75,24.72,20.02,0.568447205,0.06,0.298089172,1,2009,5,21,9,3,0.58,63881
0.625,0.646666667,1.01,5.4,34.27,20.14,0.506335404,0.08,0.324840764,1,2009,5,21,10,3,0.58,68798
0.6875,0.673333333,1.39,6.95,40.04,20.2,0.459627329,0.1,0.312101911,1,2009,5,21,11,3,0.58,69030
0.375,0.7,1.37,6.98,36.93,20.08,0.414658385,0.11,0.291719745,1,2009,5,21,12,3,0.58,66507
0.375,0.72,1.48,7.7,40.22,20.02,0.389813665,0.13,0.286624204,1,2009,5,21,13,3,0.58,66131
0.375,0.74,1.22,6.17,34.96,19.84,0.382111801,0.12,0.275159236,1,2009,5,21,14,3,0.58,68000
0.4375,0.76,0.95,5.05,32.19,19.78,0.389813665,0.12,0.259872611,1,2009,5,21,15,3,0.58,68810
0.5625,0.816666667,0.48,2.45,21.32,20.02,0.434782609,0.1,0.238216561,1,2009,5,21,16,3,0.58,64779
0.625,0.873333333,0.16,0.75,11.05,20.32,0.49689441,0.08,0.220382166,1,2009,5,21,17,3,0.58,55968
0.625,0.93,0.01,0.05,2.67,20.26,0.574658385,0.08,0.224203822,1,2009,5,21,18,3,0.58,53447
0.4375,0.94,0,0,0,20.39,0.695652174,0.06,0.229299363,1,2009,5,21,19,3,0.58,54006
0.3125,0.95,0,0,0,20.2,0.716024845,0.06,0.249681529,1,2009,5,21,20,3,0.58,52166
0.3125,0.96,0,0,0,20.14,0.736149068,0.05,0.266242038,1,2009,5,21,21,3,0.58,41073
0.3125,0.96,0,0,0,20.08,0.753291925,0.04,0.270063694,1,2009,5,21,22,3,0.58,36778
0.3125,0.96,0,0,0,20.08,0.771677019,0.04,0.27133758,1,2009,5,21,23,3,0.58,33695
0.25,0.96,0,0,0,20.08,0.790559006,0.03,0.268789809,1,2009,5,22,0,4,0.58,30584
0.25,0.96,0,0,0,20.02,0.807453416,0.03,0.266242038,1,2009,5,22,1,4,0.58,29157
0.25,0.96,0,0,0,19.96,0.818385093,0.04,0.266242038,1,2009,5,22,2,4,0.58,28520
0.1875,0.96,0,0,0,19.9,0.827826087,0.04,0.272611465,1,2009,5,22,3,4,0.58,27444
0.1875,0.946666667,0,0,0,19.9,0.83552795,0.04,0.287898089,1,2009,5,22,4,4,0.58,27419
0.1875,0.933333333,0,0,0,19.84,0.83552795,0.04,0.296815287,1,2009,5,22,5,4,0.58,27804
0.1875,0.92,0,0,0,19.71,0.82310559,0.04,0.29044586,1,2009,5,22,6,4,0.58,30652
0.1875,0.906666667,0.01,0.05,3.19,20.02,0.801242236,0.03,0.252229299,1,2009,5,22,7,4,0.58,40097
0.25,0.893333333,0.16,0.8,13.02,20.69,0.728447205,0.01,0.233121019,1,2009,5,22,8,4,0.58,51593
0.4375,0.88,0.66,3.25,30.2,20.26,0.600993789,0.01,0.236942675,1,2009,5,22,9,4,0.58,63831
0.5625,0.886666667,1.19,6.15,40.96,19.84,0.50484472,0.01,0.243312102,1,2009,5,22,10,4,0.58,67984
0.6875,0.893333333,1.66,8.7,48.68,19.71,0.438012422,0.02,0.262420382,1,2009,5,22,11,4,0.58,65986
0.75,0.9,1.95,10.48,53.23,19.65,0.389813665,0.02,0.276433121,1,2009,5,22,12,4,0.58,67024
0.75,0.886666667,1.9,10.25,51.7,19.59,0.357267081,0.02,0.292993631,1,2009,5,22,13,4,0.58,66707
0.75,0.873333333,1.66,8.85,48.59,19.47,0.341614907,0.01,0.301910828,1,2009,5,22,14,4,0.58,68134
0.75,0.86,1.09,5.75,36.76,19.41,0.347826087,0.01,0.310828025,1,2009,5,22,15,4,0.58,68746
0.6875,0.87,0.6,3.05,26.53,19.53,0.383602484,0.01,0.308280255,1,2009,5,22,16,4,0.58,64869
0.75,0.88,0.2,0.95,14.31,20.02,0.461118012,0,0.286624204,1,2009,5,22,17,4,0.58,54909
0.75,0.89,0.02,0.05,3.64,20.2,0.576149068,0.01,0.263694268,1,2009,5,22,18,4,0.58,51213
0.6875,0.9,0,0,0,20.26,0.695652174,0,0.262420382,1,2009,5,22,19,4,0.58,54307
0.5625,0.91,0,0,0,20.08,0.717515528,0.01,0.270063694,1,2009,5,22,20,4,0.58,52314
0.5,0.92,0,0,0,20.08,0.736149068,0.01,0.285350318,1,2009,5,22,21,4,0.58,43129
0.4375,0.91,0,0,0,20.08,0.751552795,0.01,0.305732484,1,2009,5,22,22,4,0.58,38756
0.4375,0.9,0,0,0,20.08,0.765714286,0.01,0.323566879,1,2009,5,22,23,4,0.58,35915
0.375,0.89,0,0,0,20.02,0.779627329,0.02,0.337579618,1,2009,5,23,0,5,0.58,33384
0.375,0.886666667,0,0,0,19.96,0.792049689,0.02,0.352866242,1,2009,5,23,1,5,0.58,31725
0.375,0.883333333,0,0,0,19.9,0.802981366,0.02,0.359235669,1,2009,5,23,2,5,0.58,30111
0.375,0.88,0,0,0,19.84,0.81068323,0.02,0.357961783,1,2009,5,23,3,5,0.58,29445
0.3125,0.856666667,0,0,0,19.78,0.813664596,0.03,0.359235669,1,2009,5,23,4,5,0.58,29074
0.3125,0.833333333,0,0,0,19.78,0.81689441,0.03,0.357961783,1,2009,5,23,5,5,0.58,29132
0.3125,0.81,0,0,0,19.71,0.819875776,0.02,0.356687898,1,2009,5,23,6,5,0.58,30068
0.3125,0.71,0.01,0.05,2.94,20.2,0.813664596,0.02,0.337579618,1,2009,5,23,7,5,0.58,32397
0.375,0.61,0.16,0.77,12.86,20.81,0.729937888,0.24,0.373248408,1,2009,5,23,8,5,0.58,39413
0.5,0.51,0.57,2.83,26.55,20.69,0.642981366,0.21,0.378343949,1,2009,5,23,9,5,0.58,47602
0.625,0.506666667,1.09,5.83,37.71,20.51,0.560496894,0.2,0.365605096,1,2009,5,23,10,5,0.58,53843
0.6875,0.503333333,1.47,7.58,43.11,20.39,0.506335404,0.22,0.351592357,1,2009,5,23,11,5,0.58,53990
0.75,0.5,1.59,8.3,43.39,20.14,0.462857143,0.21,0.357961783,1,2009,5,23,12,5,0.58,51790
0.375,0.516666667,1.16,5.92,31.4,20.02,0.439503106,0.21,0.368152866,1,2009,5,23,13,5,0.58,46885
0.375,0.533333333,0.58,2.85,16.58,19.96,0.428571429,0.21,0.366878981,1,2009,5,23,14,5,0.58,46526
0.375,0.55,0.35,1.9,11.29,19.78,0.422360248,0.21,0.337579618,1,2009,5,23,15,5,0.58,46016
0.3125,0.636666667,0.27,1.38,11.09,19.71,0.444223602,0.2,0.301910828,1,2009,5,23,16,5,0.58,44339
0.3125,0.723333333,0.11,0.52,7.14,20.02,0.51552795,0.16,0.262420382,1,2009,5,23,17,5,0.58,43876
0.3125,0.81,0.01,0.02,1.88,20.14,0.608695652,0.14,0.257324841,1,2009,5,23,18,5,0.58,44338
0.3125,0.836666667,0,0,0,20.32,0.736149068,0.13,0.264968153,1,2009,5,23,19,5,0.58,46354
0.3125,0.863333333,0,0,0,20.14,0.750062112,0.11,0.299363057,1,2009,5,23,20,5,0.58,45302
0.3125,0.89,0,0,0,20.02,0.760993789,0.1,0.324840764,1,2009,5,23,21,5,0.58,39196
0.3125,0.893333333,0,0,0,20.02,0.771677019,0.08,0.336305732,1,2009,5,23,22,5,0.58,35131
0.3125,0.896666667,0,0,0,19.96,0.778136646,0.07,0.327388535,1,2009,5,23,23,5,0.58,31675
0.25,0.9,0,0,0,19.84,0.774906832,0.09,0.299363057,0,2009,5,24,0,6,0.58,30384
0.25,0.913333333,0,0,0,19.65,0.760993789,0.1,0.266242038,0,2009,5,24,1,6,0.58,28925
0.25,0.926666667,0,0,0,19.41,0.732919255,0.12,0.234394904,0,2009,5,24,2,6,0.58,27857
0.25,0.94,0,0,0,19.23,0.701863354,0.14,0.201273885,0,2009,5,24,3,6,0.58,27054
0.25,0.896666667,0,0,0,19.1,0.680248447,0.17,0.18089172,0,2009,5,24,4,6,0.58,26508
0.25,0.853333333,0,0,0,19.04,0.68173913,0.19,0.191082803,0,2009,5,24,5,6,0.58,26192
0.25,0.81,0,0,0,19.04,0.703602484,0.2,0.226751592,0,2009,5,24,6,6,0.58,27293
0.25,0.726666667,0.01,0.02,2.64,19.41,0.739130435,0.2,0.259872611,0,2009,5,24,7,6,0.58,26491
0.3125,0.643333333,0.13,0.65,10.77,20.32,0.725217391,0,0.299363057,0,2009,5,24,8,6,0.58,30218
0.375,0.56,0.43,2.17,19.95,20.32,0.629068323,0,0.384713376,0,2009,5,24,9,6,0.58,35624
0.5,0.546666667,0.98,5.25,34.48,20.08,0.538881988,0,0.436942675,0,2009,5,24,10,6,0.58,40769
0.625,0.533333333,1.43,7.1,43.19,19.96,0.476770186,0,0.457324841,0,2009,5,24,11,6,0.58,40717
0.6875,0.52,1.76,8.92,49.23,20.02,0.428571429,0,0.442038217,0,2009,5,24,12,6,0.58,40866
0.75,0.54,1.77,9.25,49.56,20.08,0.391304348,0,0.425477707,0,2009,5,24,13,6,0.58,40667
0.75,0.56,1.58,8.27,47.8,19.96,0.368198758,0,0.405095541,0,2009,5,24,14,6,0.58,41049
0.8125,0.58,1.15,5.98,40.24,19.96,0.368198758,0,0.384713376,0,2009,5,24,15,6,0.58,41387
0.75,0.656666667,0.59,2.95,27.62,19.96,0.391304348,0,0.361783439,0,2009,5,24,16,6,0.58,41331
0.75,0.733333333,0.18,0.88,14.01,20.26,0.461118012,0,0.336305732,0,2009,5,24,17,6,0.58,40713
0.6875,0.81,0.02,0.05,3.53,20.51,0.571428571,0,0.332484076,0,2009,5,24,18,6,0.58,41500
0.4375,0.833333333,0,0,0,20.57,0.695652174,0,0.332484076,0,2009,5,24,19,6,0.58,45642
0.4375,0.856666667,0,0,0,20.51,0.721987578,0,0.361783439,0,2009,5,24,20,6,0.58,44748
0.4375,0.88,0,0,0,20.45,0.746832298,0,0.389808917,0,2009,5,24,21,6,0.58,38418
0.4375,0.89,0,0,0,20.45,0.765714286,0,0.414012739,0,2009,5,24,22,6,0.58,34837
0.4375,0.9,0,0,0,20.45,0.778136646,0,0.426751592,0,2009,5,24,23,6,0.58,32152
0.4375,0.91,0,0,0,20.39,0.790559006,0,0.424203822,1,2009,5,25,0,0,0.58,30062
0.4375,0.92,0,0,0,20.32,0.799751553,0,0.415286624,1,2009,5,25,1,0,0.58,28549
0.4375,0.93,0,0,0,20.26,0.807453416,0,0.405095541,1,2009,5,25,2,0,0.58,27449
0.4375,0.94,0,0,0,20.14,0.815403727,0,0.392356688,1,2009,5,25,3,0,0.58,26751
0.375,0.89,0,0,0,20.02,0.819875776,0,0.378343949,1,2009,5,25,4,0,0.58,26911
0.375,0.84,0,0,0,19.96,0.824596273,0,0.370700637,1,2009,5,25,5,0,0.58,26967
0.375,0.79,0,0,0,19.9,0.826086957,0,0.365605096,1,2009,5,25,6,0,0.58,30256
0.375,0.736666667,0.01,0.05,2.89,20.2,0.813664596,0,0.352866242,1,2009,5,25,7,0,0.58,39140
0.375,0.683333333,0.16,0.75,13.19,20.75,0.740869565,0,0.388535032,1,2009,5,25,8,0,0.58,51466
0.5,0.63,0.52,2.58,25.41,20.87,0.672298137,0,0.434394904,1,2009,5,25,9,0,0.58,59045
0.625,0.636666667,1.1,5.62,40.04,20.94,0.614906832,0,0.480254777,1,2009,5,25,10,0,0.58,63457
0.6875,0.643333333,1.56,8.08,47.86,20.94,0.559006211,0,0.492993631,1,2009,5,25,11,0,0.58,63817
0.75,0.65,1.84,9.88,52.71,20.94,0.50310559,0,0.486624204,1,2009,5,25,12,0,0.58,63432
0.75,0.726666667,1.81,9.67,52.05,20.81,0.469068323,0,0.462420382,1,2009,5,25,13,0,0.58,63524
0.8125,0.803333333,1.53,7.92,46.78,20.69,0.464347826,0,0.414012739,1,2009,5,25,14,0,0.58,64655
0.8125,0.88,1.02,5.23,36.19,20.51,0.458136646,0,0.352866242,1,2009,5,25,15,0,0.58,63668
0.8125,0.87,0.51,2.55,23.55,20.51,0.47826087,0,0.291719745,1,2009,5,25,16,0,0.58,65832
0.625,0.86,0.16,0.75,11.75,20.81,0.534161491,0,0.249681529,1,2009,5,25,17,0,0.58,57154
0.5625,0.85,0.01,0.05,3.12,20.94,0.616645963,0,0.234394904,1,2009,5,25,18,0,0.58,53985
0.4375,0.883333333,0,0,0,20.87,0.711304348,0,0.258598726,1,2009,5,25,19,0,0.58,55334
0.4375,0.916666667,0,0,0,20.69,0.736149068,0,0.291719745,1,2009,5,25,20,0,0.58,53788
0.375,0.95,0,0,0,20.63,0.753291925,0,0.32611465,1,2009,5,25,21,0,0.58,44945
0.375,0.956666667,0,0,0,20.63,0.768695652,0,0.355414013,1,2009,5,25,22,0,0.58,38875
0.3125,0.963333333,0,0,0,20.63,0.781118012,0,0.370700637,1,2009,5,25,23,0,0.58,35562
0.3125,0.97,0,0,0,20.57,0.793540373,0,0.377070064,1,2009,5,26,0,1,0.58,32911
0.3125,0.963333333,0,0,0,20.45,0.802981366,0,0.375796178,1,2009,5,26,1,1,0.58,31499
0.3125,0.956666667,0,0,0,20.39,0.808944099,0,0.366878981,1,2009,5,26,2,1,0.58,30282
0.25,0.95,0,0,0,20.26,0.813664596,0,0.350318471,1,2009,5,26,3,1,0.58,29601
0.25,0.94,0,0,0,20.14,0.815403727,0,0.329936306,1,2009,5,26,4,1,0.58,29372
0.25,0.93,0,0,0,20.02,0.813664596,0,0.312101911,1,2009,5,26,5,1,0.58,30111
0.25,0.92,0,0,0,19.96,0.812173913,0,0.304458599,1,2009,5,26,6,1,0.58,33345
0.25,0.906666667,0.01,0.02,2.66,20.26,0.807453416,0,0.294267516,1,2009,5,26,7,1,0.58,42346
0.3125,0.893333333,0.16,0.77,13.24,20.87,0.750062112,1.02,0.299363057,1,2009,5,26,8,1,0.58,54370
0.4375,0.88,0.53,2.65,25.38,21,0.691180124,1.11,0.310828025,1,2009,5,26,9,1,0.58,65083
0.5625,0.88,0.78,4.08,27.2,20.81,0.610186335,1.39,0.301910828,1,2009,5,26,10,1,0.58,68077
0.6875,0.88,0.98,4.88,29.01,20.63,0.554534161,1.48,0.281528662,1,2009,5,26,11,1,0.58,66894
0.5,0.88,1.16,5.83,31.78,20.57,0.518757764,1.7,0.264968153,1,2009,5,26,12,1,0.58,65706
0.375,0.823333333,0.7,3.48,20.16,20.51,0.495403727,1.86,0.267515924,1,2009,5,26,13,1,0.58,65177
0.3125,0.766666667,0.38,1.88,11.54,20.45,0.487701863,1.84,0.281528662,1,2009,5,26,14,1,0.58,65930
0.375,0.71,0.23,1.27,8.27,20.57,0.507826087,1.7,0.285350318,1,2009,5,26,15,1,0.58,65602
0.4375,0.766666667,0.28,1.42,11.95,21.06,0.569937888,1.42,0.264968153,1,2009,5,26,16,1,0.58,62288
0.5,0.823333333,0.1,0.5,7.18,20.69,0.577639752,1.43,0.258598726,1,2009,5,26,17,1,0.58,54115
0.4375,0.88,0.01,0.02,1.87,20.75,0.667826087,0.97,0.222929936,1,2009,5,26,18,1,0.58,51196
0.4375,0.91,0,0,0,20.51,0.728447205,0.94,0.220382166,1,2009,5,26,19,1,0.58,52759
0.4375,0.94,0,0,0,20.32,0.748571429,0.92,0.239490446,1,2009,5,26,20,1,0.58,50961
0.375,0.97,0,0,0,20.26,0.763975155,0.9,0.266242038,1,2009,5,26,21,1,0.58,41955
0.375,0.956666667,0,0,0,20.14,0.767204969,0.9,0.270063694,1,2009,5,26,22,1,0.58,36409
0.375,0.943333333,0,0,0,20.02,0.760993789,0.92,0.250955414,1,2009,5,26,23,1,0.58,33701
0.375,0.93,0,0,0,19.9,0.753291925,0.97,0.229299363,1,2009,5,27,0,2,0.58,31713
0.375,0.943333333,0,0,0,19.78,0.740869565,1.02,0.188535032,1,2009,5,27,1,2,0.58,30917
0.375,0.956666667,0,0,0,19.65,0.742360248,1.05,0.146496815,1,2009,5,27,2,2,0.58,29223
0.3125,0.97,0,0,0,19.53,0.750062112,0.97,0.127388535,1,2009,5,27,3,2,0.58,28411
0.3125,0.673333333,0,0,0,19.47,0.768695652,0.88,0.12866242,1,2009,5,27,4,2,0.58,28358
0.3125,0.573333333,0.12,0.58,8.93,20.26,0.802981366,0,0.160509554,1,2009,5,27,8,2,0.58,51594
0.3125,0.82,0.4,2,17.85,20.32,0.689440994,0,0.2,1,2009,5,27,9,2,0.58,61547
0.4375,0.813333333,0.81,4.45,27.87,19.53,0.498385093,0,0.208917197,1,2009,5,27,10,2,0.58,66275
0.5625,0.806666667,1.22,6,36.03,18.98,0.393043478,0,0.229299363,1,2009,5,27,11,2,0.58,67565
0.625,0.8,1.54,7.88,42.51,18.92,0.371180124,0.02,0.233121019,1,2009,5,27,12,2,0.58,67120
0.6875,0.79,1.77,9.25,48.8,19.1,0.368198758,0.02,0.242038217,1,2009,5,27,13,2,0.58,67844
0.75,0.78,1.59,8.02,46.76,19.23,0.369689441,0.03,0.259872611,1,2009,5,27,14,2,0.58,69347
0.75,0.77,1.16,5.98,40.11,19.23,0.393043478,0.03,0.272611465,1,2009,5,27,15,2,0.58,69595
0.75,0.82,0.6,3,27.42,19.53,0.458136646,0.03,0.277707006,1,2009,5,27,16,2,0.58,65414
0.75,0.87,0.19,0.92,14.2,19.96,0.543602484,0.02,0.27133758,1,2009,5,27,17,2,0.58,56233
0.6875,0.92,0.02,0.05,3.66,20.08,0.633540373,0.02,0.270063694,1,2009,5,27,18,2,0.58,52642
0.625,0.916666667,0,0,0,20.26,0.743850932,0.01,0.270063694,1,2009,5,27,19,2,0.58,54271
0.5625,0.913333333,0,0,0,20.08,0.754782609,0.01,0.294267516,1,2009,5,27,20,2,0.58,52693
0.5,0.91,0,0,0,20.02,0.762484472,0.01,0.315923567,1,2009,5,27,21,2,0.58,43595
0.4375,0.923333333,0,0,0,19.96,0.771677019,0.01,0.333757962,1,2009,5,27,22,2,0.58,38082
0.4375,0.936666667,0,0,0,19.96,0.781118012,0.01,0.333757962,1,2009,5,27,23,2,0.58,35318
0.375,0.95,0,0,0,19.96,0.790559006,0.02,0.32611465,1,2009,5,28,0,3,0.58,33293
0.375,0.946666667,0,0,0,19.96,0.801242236,0.03,0.321019108,1,2009,5,28,1,3,0.58,32100
0.375,0.943333333,0,0,0,19.96,0.812173913,0.04,0.318471338,1,2009,5,28,2,3,0.58,31219
0.375,0.94,0,0,0,19.96,0.82310559,0.04,0.318471338,1,2009,5,28,3,3,0.58,30558
0.3125,0.943333333,0,0,0,19.96,0.832298137,0.04,0.321019108,1,2009,5,28,4,3,0.58,29985
0.3125,0.946666667,0,0,0,19.96,0.84173913,0.04,0.322292994,1,2009,5,28,5,3,0.58,30518
0.3125,0.95,0,0,0,20.08,0.860372671,0.03,0.331210191,1,2009,5,28,6,3,0.58,33314
0.3125,0.873333333,0.01,0.05,2.73,20.39,0.866583851,0.03,0.343949045,1,2009,5,28,7,3,0.58,41896
0.3125,0.796666667,0.15,0.73,12.62,21.18,0.847950311,0.02,0.382165605,1,2009,5,28,8,3,0.58,53595
0.5,0.72,0.53,2.65,25.59,21.55,0.813664596,0.02,0.415286624,1,2009,5,28,9,3,0.58,65169
0.625,0.766666667,1.01,5.25,35.75,21.61,0.748571429,0.03,0.422929936,1,2009,5,28,10,3,0.58,69949
0.6875,0.813333333,1.5,7.6,45.17,21.42,0.684720497,0.03,0.397452229,1,2009,5,28,11,3,0.58,70495
0.6875,0.86,1.63,8.4,45.32,21.12,0.636770186,0.04,0.350318471,1,2009,5,28,12,3,0.58,69983
0.75,0.826666667,1.36,6.9,37.86,20.87,0.599503106,0.05,0.30955414,1,2009,5,28,13,3,0.58,68217
0.6875,0.793333333,0.89,4.35,26.05,20.69,0.580869565,0.04,0.281528662,1,2009,5,28,14,3,0.58,68892
0.25,0.76,0.62,3.35,19.91,20.51,0.579378882,0.04,0.270063694,1,2009,5,28,15,3,0.58,67555
0.3125,0.803333333,0.27,1.38,11.52,20.57,0.607204969,0.03,0.256050955,1,2009,5,28,16,3,0.58,63433
0.3125,0.846666667,0.12,0.58,8.26,20.57,0.636770186,0.02,0.253503185,1,2009,5,28,17,3,0.58,55023
0.375,0.89,0.01,0.05,2.74,20.81,0.734409938,0.02,0.233121019,1,2009,5,28,18,3,0.58,52681
0.375,0.896666667,0,0,0,20.39,0.763975155,0.02,0.263694268,1,2009,5,28,19,3,0.58,54251
0.3125,0.903333333,0,0,0,20.26,0.765714286,0.02,0.284076433,1,2009,5,28,20,3,0.58,52921
0.3125,0.91,0,0,0,20.14,0.771677019,0.02,0.301910828,1,2009,5,28,21,3,0.58,42040
0.25,0.92,0,0,0,20.02,0.776397516,0.02,0.327388535,1,2009,5,28,22,3,0.58,37066
0.25,0.93,0,0,0,19.96,0.782608696,0.03,0.338853503,1,2009,5,28,23,3,0.58,34198
0.25,0.94,0,0,0,19.9,0.788819876,0.03,0.331210191,1,2009,5,29,0,4,0.58,31558
0.25,0.943333333,0,0,0,19.84,0.795031056,0.03,0.317197452,1,2009,5,29,1,4,0.58,30341
0.25,0.946666667,0,0,0,19.78,0.802981366,0.03,0.305732484,1,2009,5,29,2,4,0.58,29456
0.25,0.95,0,0,0,19.78,0.813664596,0.03,0.296815287,1,2009,5,29,3,4,0.58,28684
0.25,0.943333333,0,0,0,19.71,0.812173913,0.03,0.292993631,1,2009,5,29,4,4,0.58,28435
0.25,0.936666667,0,0,0,19.65,0.80447205,0.03,0.285350318,1,2009,5,29,5,4,0.58,29109
0.25,0.93,0,0,0,19.59,0.805962733,0.03,0.280254777,1,2009,5,29,6,4,0.58,33090
0.25,0.85,0.01,0.02,2.66,19.78,0.813664596,0.02,0.276433121,1,2009,5,29,7,4,0.58,41205
0.3125,0.77,0.12,0.62,11.25,20.75,0.808944099,0.06,0.268789809,1,2009,5,29,8,4,0.58,52680
0.375,0.69,0.46,2.27,22.52,20.87,0.740869565,0.05,0.337579618,1,2009,5,29,9,4,0.58,63878
0.5,0.736666667,1,5.17,36.89,20.87,0.674037267,0.05,0.389808917,1,2009,5,29,10,4,0.58,69655
0.6875,0.783333333,1.41,7.33,44.02,20.69,0.604223602,0.07,0.434394904,1,2009,5,29,11,4,0.58,70025
